レースID,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,馬場,距離,1着フラグ,3着内フラグ
202105010208,7,1,1,スパイスマジック,セ6,57.0,田辺裕信,1:24.9,1.1/2,28.2,8.0,484(+12),[東] 杉浦宏昭,ダート,1400,0,0
202105010208,8,6,12,イワネコゴシキ,牡5,57.0,武藤雅,1:24.9,クビ,275.1,16.0,512(+4),[東] 小笠倫弘,ダート,1400,0,0
202105010208,9,2,4,メタルスパーク,牡4,56.0,ルメール,1:24.9,ハナ,3.5,1.0,508(+6),[東] 伊藤圭三,ダート,1400,0,0
202105010208,10,6,11,オメガエリタージュ,牡4,56.0,横山武史,1:25.1,1.1/4,32.0,9.0,454(+4),[東] 斎藤誠,ダート,1400,0,0
202105010208,11,4,8,プレゼンス,セ7,57.0,津村明秀,1:25.3,1.1/4,37.7,11.0,502(-2),[東] 田中博康,ダート,1400,0,0
202105010208,12,5,10,プレイヤーズハイ,牡5,57.0,戸崎圭太,1:25.4,3/4,7.0,4.0,442(0),[西] 高橋亮,ダート,1400,0,0
202105010208,13,2,3,ベイオブコトル,セ5,57.0,北村宏司,1:25.5,1/2,74.7,13.0,460(+4),[東] 高柳瑞樹,ダート,1400,0,0
202105010208,14,3,5,ゴーインピース,牝5,55.0,嶋田純次,1:25.7,1.1/4,224.6,15.0,456(+30),[東] 手塚貴久,ダート,1400,0,0
202105010208,15,7,14,ジョガールボニート,牡5,57.0,石川裕紀,1:25.8,1/2,119.5,14.0,474(-2),[東] 相沢郁,ダート,1400,0,0
202105010208,16,8,16,グラスボイジャー,牡5,57.0,木幡巧也,1:26.0,1.1/4,61.0,12.0,542(-10),[東] 牧光二,ダート,1400,0,0
202105010209,1,3,3,グレートマジシャン,牡3,56.0,ルメール,1:46.5,,2.0,1.0,482(+4),[東] 宮田敬介,芝,1800,1,1
202105010209,2,8,8,バジオウ,牡3,56.0,戸崎圭太,1:46.9,2.1/2,2.6,2.0,464(-2),[東] 田中博康,芝,1800,0,1
202105010209,3,7,7,イースタンワールド,牡3,56.0,大野拓弥,1:47.5,3.1/2,5.7,3.0,468(+2),[東] 高柳瑞樹,芝,1800,0,1
202105010209,4,6,6,ルース,牝3,54.0,横山武史,1:47.7,1.1/4,15.1,5.0,490(-4),[西] 池添兼雄,芝,1800,0,0
202105010209,5,1,1,ヴェルトハイム,牝3,54.0,武豊,1:48.1,2.1/2,12.0,4.0,436(-18),[西] 友道康夫,芝,1800,0,0
202105010209,6,2,2,トーホウボルツ,牡3,56.0,北村宏司,1:48.2,クビ,29.7,6.0,470(+2),[東] 田中清隆,芝,1800,0,0
202105010209,7,4,4,ルドヴィクス,牡3,56.0,蛯名正義,1:48.5,1.3/4,48.7,7.0,496(-2),[東] 久保田貴,芝,1800,0,0
202105010209,8,5,5,リーブラテソーロ,牡3,56.0,木幡巧也,1:48.7,1.1/4,207.0,8.0,466(-4),[東] 加藤士津,芝,1800,0,0
202105010210,1,8,11,テルツェット,牝4,54.0,戸崎圭太,1:33.3,,3.1,2.0,424(0),[東] 和田正一,芝,1600,1,1
202105010210,2,1,1,オールイズウェル,牡5,57.0,川田将雅,1:33.3,ハナ,2.6,1.0,494(+2),[西] 佐々木晶,芝,1600,0,1
202105010210,3,5,6,スーパーブレイク,牡7,57.0,田辺裕信,1:33.6,1.3/4,150.3,12.0,476(-2),[東] 戸田博文,芝,1600,0,1
202105010210,4,2,2,チェーンオブラブ,牝4,54.0,大野拓弥,1:33.7,クビ,23.1,7.0,478(+2),[東] 小笠倫弘,芝,1600,0,0
202105010210,5,3,3,フォルコメン,牡5,57.0,石橋脩,1:33.7,クビ,34.9,8.0,520(+4),[東] 堀宣行,芝,1600,0,0
202105010210,6,4,4,レッドアルマーダ,セ5,57.0,ルメール,1:33.9,1,6.3,3.0,540(+4),[東] 藤沢和雄,芝,1600,0,0
202105010210,7,7,10,インテンスライト,牡5,57.0,三浦皇成,1:33.9,クビ,18.2,6.0,498(-2),[東] 菊沢隆徳,芝,1600,0,0
202105010210,8,5,5,サンライズオネスト,牡4,56.0,横山武史,1:33.9,クビ,7.7,4.0,470(+2),[西] 河内洋,芝,1600,0,0
202105010210,9,6,7,ウインレフィナード,牡5,57.0,津村明秀,1:34.1,1.1/4,57.2,9.0,462(+8),[東] 畠山吉宏,芝,1600,0,0
202105010210,10,7,9,エクセランフィーユ,牝5,55.0,石川裕紀,1:34.2,3/4,115.0,11.0,426(0),[東] 木村哲也,芝,1600,0,0
202105010210,11,6,8,レッドヴァール,牝6,55.0,武豊,1:34.5,1.1/2,10.4,5.0,480(-6),[東] 鹿戸雄一,芝,1600,0,0
202105010210,12,8,12,ハイアーグラウンド,セ7,57.0,柴田善臣,1:35.0,3,59.0,10.0,526(+18),[東] 大和田成,芝,1600,0,0
202105010211,1,2,3,レッドルゼル,牡5,56.0,川田将雅,1:22.3,,2.5,1.0,494(+2),[西] 安田隆行,ダート,1400,1,1
202105010211,2,1,1,ワンダーリーデル,牡8,56.0,田中勝春,1:22.3,アタマ,45.7,10.0,532(+8),[西] 安田翔伍,ダート,1400,0,1
202105010211,3,3,6,タイムフライヤー,牡6,57.0,ルメール,1:22.4,1/2,5.0,2.0,486(+4),[西] 松田国英,ダート,1400,0,1
202105010211,4,7,14,アルクトス,牡6,59.0,田辺裕信,1:22.5,クビ,10.8,6.0,544(0),[東] 栗田徹,ダート,1400,0,0
202105010211,5,3,5,ブルベアイリーデ,牡5,56.0,大野拓弥,1:22.8,1.3/4,49.0,12.0,490(-8),[西] 杉山晴紀,ダート,1400,0,0
202105010211,6,4,7,ヤマニンアンプリメ,牝7,55.0,武豊,1:22.8,クビ,56.2,14.0,496(-5),[西] 長谷川浩,ダート,1400,0,0
202105010211,7,8,15,デザートストーム,牡7,56.0,三浦皇成,1:22.9,1/2,21.4,8.0,464(+2),[西] 西浦勝一,ダート,1400,0,0
202105010211,8,5,9,ヘリオス,セ5,56.0,北村宏司,1:22.9,クビ,10.6,5.0,466(+2),[西] 寺島良,ダート,1400,0,0
202105010211,9,6,11,サブノジュニア,牡7,59.0,森泰斗,1:22.9,ハナ,97.4,15.0,532(0),[地] 堀千亜樹,ダート,1400,0,0
202105010211,10,8,16,ステルヴィオ,牡6,58.0,横山武史,1:23.1,3/4,9.5,3.0,500(+6),[東] 木村哲也,ダート,1400,0,0
202105010211,11,1,2,スマートダンディー,牡7,56.0,内田博幸,1:23.3,1.1/2,46.5,11.0,502(+2),[西] 石橋守,ダート,1400,0,0
202105010211,12,7,13,サクセスエナジー,牡7,57.0,酒井学,1:23.3,アタマ,52.5,13.0,550(-6),[西] 北出成人,ダート,1400,0,0
202105010211,13,6,12,テイエムサウスダン,牡4,55.0,石橋脩,1:23.4,3/4,10.2,4.0,546(+2),[西] 飯田雄三,ダート,1400,0,0
202105010211,14,2,4,ダイメイフジ,牡7,56.0,柴田大知,1:24.0,3.1/2,151.1,16.0,524(0),[西] 森田直行,ダート,1400,0,0
202105010211,15,5,10,メイショウテンスイ,牡4,55.0,蛯名正義,1:24.8,5,23.9,9.0,514(-6),[西] 南井克巳,ダート,1400,0,0
202105010211,16,4,8,スマートセラヴィー,牡5,56.0,戸崎圭太,1:25.5,4,17.2,7.0,498(-10),[西] 矢作芳人,ダート,1400,0,0
202105010212,1,5,5,ルナシオン,牝4,54.0,ルメール,1:48.2,,1.8,1.0,492(+26),[東] 藤沢和雄,芝,1800,1,1
202105010212,2,8,8,ミトロジー,牡5,57.0,横山武史,1:48.4,1.1/4,10.2,4.0,496(+12),[東] 尾関知人,芝,1800,0,1
202105010212,3,2,2,コーカス,セ7,57.0,三浦皇成,1:48.4,クビ,13.3,5.0,508(0),[西] 藤原英昭,芝,1800,0,1
202105010212,4,4,4,フォワードアゲン,セ4,56.0,柴田善臣,1:48.5,1/2,5.2,3.0,416(-10),[東] 中野栄治,芝,1800,0,0
202105010212,5,7,7,シャチ,牡4,53.0,原優介,1:48.6,3/4,134.3,8.0,472(+2),[東] 小桧山悟,芝,1800,0,0
202105010212,6,3,3,グラナタス,セ5,57.0,大野拓弥,1:48.9,1.1/2,138.6,9.0,482(0),[東] 鹿戸雄一,芝,1800,0,0
202105010212,7,1,1,エメラルスター,牡7,57.0,石橋脩,1:49.3,2.1/2,25.7,6.0,470(+4),[東] 相沢郁,芝,1800,0,0
202105010212,8,8,9,ヴァイスブリッツ,セ6,57.0,津村明秀,1:50.1,5,46.1,7.0,442(-22),[東] 小手川準,芝,1800,0,0
202105010301,1,6,12,スズカビーチ,牝3,51.0,小林脩斗,1:26.6,,6.8,5.0,472(0),[東] 伊藤圭三,ダート,1400,1,1
202105010301,2,4,8,アイアゲート,牝3,54.0,津村明秀,1:26.9,1.3/4,4.7,2.0,494(+2),[東] 田中博康,ダート,1400,0,1
202105010301,3,6,11,ボレロ,牝3,54.0,三浦皇成,1:27.2,2,5.7,4.0,458(-12),[東] 矢野英一,ダート,1400,0,1
202105010301,4,3,6,エーアイダンサー,牝3,54.0,丸山元気,1:27.5,1.1/2,10.5,6.0,440(-6),[東] 畠山吉宏,ダート,1400,0,0
202105010301,5,7,14,エコロマリン,牝3,54.0,横山武史,1:27.6,1/2,30.2,7.0,468(0),[東] 菊沢隆徳,ダート,1400,0,0
202105010301,6,2,4,ビービーラノビア,牝3,54.0,大野拓弥,1:27.6,ハナ,54.7,8.0,432(+6),[東] 中舘英二,ダート,1400,0,0
202105010301,7,8,16,サンランシング,牝3,54.0,北村宏司,1:27.8,1.1/2,80.9,11.0,472(0),[東] 新開幸一,ダート,1400,0,0
202105010301,8,2,3,アデウス,牝3,54.0,丸田恭介,1:27.9,1/2,85.7,12.0,448(+2),[東] 佐藤吉勝,ダート,1400,0,0
202105010301,9,1,1,グルナピーク,牝3,54.0,柴田大知,1:28.2,1.1/2,4.8,3.0,438(+2),[東] 中川公成,ダート,1400,0,0
202105010301,10,5,10,コトブキアリエス,牝3,51.0,原優介,1:28.5,2,76.0,10.0,446(+26),[東] 田島俊明,ダート,1400,0,0
202105010301,11,7,13,カード,牝3,54.0,江田照男,1:28.8,2,3.3,1.0,456(0),[東] 清水英克,ダート,1400,0,0
202105010301,12,5,9,ウンジョウノメガミ,牝3,54.0,木幡巧也,1:28.8,ハナ,57.9,9.0,456(-4),[東] 伊藤大士,ダート,1400,0,0
202105010301,13,4,7,スクリーニング,牝3,54.0,野中悠太,1:29.1,1.3/4,179.7,14.0,450(-6),[東] 小西一男,ダート,1400,0,0
202105010301,14,8,15,レジーナピアノ,牝3,54.0,杉原誠人,1:29.4,1.3/4,258.7,15.0,470(-18),[東] 佐藤吉勝,ダート,1400,0,0
202105010301,15,3,5,ミカンタルト,牝3,54.0,伊藤工真,1:29.5,クビ,165.2,13.0,440(+10),[東] 林徹,ダート,1400,0,0
202105010301,16,1,2,シャイニークロレ,牝3,54.0,岩部純二,1:29.5,クビ,338.9,16.0,488(+2),[東] 浅野洋一,ダート,1400,0,0
202105010302,1,5,10,ブーケオブアイリス,牡3,56.0,木幡巧也,1:19.0,,5.9,2.0,492(-4),[東] 杉浦宏昭,ダート,1300,1,1
202105010302,2,4,8,イルクオーレ,牡3,56.0,石橋脩,1:19.1,1/2,8.4,5.0,504(-4),[東] 高橋文雅,ダート,1300,0,1
202105010302,3,7,14,レオンベルガー,牡3,56.0,ルメール,1:19.5,2.1/2,1.9,1.0,484(+4),[東] 鹿戸雄一,ダート,1300,0,1
202105010302,4,5,9,マイブリュージュ,牝3,54.0,戸崎圭太,1:19.8,2,46.1,8.0,474(0),[東] 池上昌和,ダート,1300,0,0
202105010302,5,1,2,ノーマロエア,牝3,54.0,北村宏司,1:20.0,1,98.5,10.0,458(-2),[東] 松永康利,ダート,1300,0,0
202105010302,6,2,3,シゲルヒラトリ,牡3,56.0,三浦皇成,1:20.2,1.1/2,7.8,4.0,476(-2),[東] 水野貴広,ダート,1300,0,0
202105010302,7,8,16,バルネージュ,セ3,56.0,大野拓弥,1:20.5,1.1/2,6.0,3.0,512(-2),[東] 牧光二,ダート,1300,0,0
202105010302,8,1,1,マスケティアーズ,牡3,56.0,杉原誠人,1:20.6,1/2,141.5,13.0,470(+2),[東] 小桧山悟,ダート,1300,0,0
202105010302,9,2,4,ジェットセッター,牡3,56.0,Ｍ．デム,1:20.9,1.3/4,25.1,6.0,460(+2),[東] 加藤士津,ダート,1300,0,0
202105010302,10,7,13,ハテンコウ,牡3,56.0,吉田豊,1:21.1,1,134.9,11.0,430(-2),[東] 小野次郎,ダート,1300,0,0
202105010302,11,3,6,ブリリアントパーク,牝3,54.0,江田照男,1:21.1,ハナ,29.9,7.0,464(0),[東] 栗田徹,ダート,1300,0,0
202105010302,12,6,12,デュランタ,セ3,56.0,嶋田純次,1:21.1,クビ,658.4,16.0,494(+14),[東] 的場均,ダート,1300,0,0
202105010302,13,4,7,サンファボル,セ3,56.0,柴田大知,1:21.2,3/4,95.9,9.0,472(0),[東] 高橋裕,ダート,1300,0,0
202105010302,14,3,5,ミツカネジュピター,牡3,56.0,内田博幸,1:21.4,1,143.5,14.0,498(+8),[東] 本間忍,ダート,1300,0,0
202105010302,15,6,11,サクセスビリーブ,牝3,54.0,丸田恭介,1:21.4,ハナ,136.9,12.0,482(-14),[東] 蛯名利弘,ダート,1300,0,0
202105010302,16,8,15,フェスティヴパイカ,牝3,51.0,原優介,1:23.2,大,542.5,15.0,448(-6),[東] 根本康広,ダート,1300,0,0
202105010303,1,8,16,オセアダイナスティ,牡3,56.0,ルメール,1:37.4,,3.1,2.0,500(+6),[東] 加藤征弘,ダート,1600,1,1
202105010303,2,3,5,ノーリス,牡3,56.0,津村明秀,1:39.0,10,2.0,1.0,524(0),[東] 手塚貴久,ダート,1600,0,1
202105010303,3,7,13,トーセンマルコ,牡3,56.0,丸田恭介,1:39.4,2.1/2,8.7,4.0,464(-2),[東] 土田稔,ダート,1600,0,1
202105010303,4,3,6,アポロスマイル,牝3,54.0,横山武史,1:39.5,1/2,8.3,3.0,482(0),[東] 岩戸孝樹,ダート,1600,0,0
202105010303,5,1,2,スズノイナズマ,牡3,53.0,原優介,1:39.5,クビ,17.2,5.0,470(+2),[東] 深山雅史,ダート,1600,0,0
202105010303,6,5,10,アレッサンドロ,牡3,56.0,嘉藤貴行,1:39.9,2.1/2,109.6,11.0,456(-6),[東] 高柳瑞樹,ダート,1600,0,0
202105010303,7,2,3,トドロキゲキジョウ,牡3,56.0,江田照男,1:40.3,2.1/2,34.5,8.0,482(-6),[東] 武市康男,ダート,1600,0,0
202105010303,8,6,12,エイジ,牡3,56.0,北村宏司,1:40.4,1/2,29.1,7.0,496(+2),[東] 中舘英二,ダート,1600,0,0
202105010303,9,2,4,グローリアスカムイ,牝3,54.0,木幡巧也,1:40.7,1.3/4,60.3,9.0,462(-8),[東] 松山将樹,ダート,1600,0,0
202105010303,10,1,1,レイダンジチ,牡3,56.0,杉原誠人,1:40.8,1/2,455.7,16.0,506(-4),[東] 斎藤誠,ダート,1600,0,0
202105010303,11,6,11,スピリットノア,牡3,56.0,宮崎北斗,1:41.0,1,179.7,13.0,522(+2),[東] 田村康仁,ダート,1600,0,0
202105010303,12,8,15,ゼンダンツバキ,牝3,54.0,吉田豊,1:41.5,3,254.3,14.0,454(-2),[東] 勢司和浩,ダート,1600,0,0
202105010303,13,4,7,マブサンシティー,牡3,56.0,柴田大知,1:41.5,アタマ,145.0,12.0,450(+4),[東] 伊藤大士,ダート,1600,0,0
202105010303,14,5,9,ウフララ,牡3,56.0,嶋田純次,1:41.6,3/4,104.8,10.0,498(-6),[東] 尾形和幸,ダート,1600,0,0
202105010303,15,7,14,ハムレボ,牡3,56.0,内田博幸,1:42.0,2.1/2,22.1,6.0,500(-8),[東] 大竹正博,ダート,1600,0,0
202105010303,16,4,8,アスキットローラ,牝3,54.0,伊藤工真,1:43.1,7,384.7,15.0,426(-14),[東] 和田雄二,ダート,1600,0,0
202105010304,1,6,12,キャビア,牡3,56.0,Ｍ．デム,1:40.9,,4.0,2.0,474(0),[東] 宗像義忠,ダート,1600,1,1
202105010304,2,4,7,ペイシャジュン,牡3,56.0,武士沢友,1:41.0,1/2,16.6,7.0,488(0),[東] 高橋裕,ダート,1600,0,1
202105010304,3,8,15,ビービーモノローグ,牡3,56.0,杉原誠人,1:41.7,4,62.2,11.0,458(0),[東] 高柳瑞樹,ダート,1600,0,1
202105010304,4,6,11,テキサスブロンコ,牡3,56.0,大野拓弥,1:42.5,5,14.1,5.0,464(0),[東] 高木登,ダート,1600,0,0
202105010304,5,5,9,エスティエレガント,牝3,54.0,宮崎北斗,1:42.5,ハナ,19.9,9.0,470(0),[東] 清水英克,ダート,1600,0,0
202105010304,6,7,13,シルヴェラード,牡3,56.0,柴田大知,1:43.0,3.1/2,17.8,8.0,422(0),[東] 田島俊明,ダート,1600,0,0
202105010304,7,1,2,ヴェロン,牡3,56.0,三浦皇成,1:43.2,1.1/4,7.3,3.0,462(0),[東] 高木登,ダート,1600,0,0
202105010304,8,8,16,ミキノカラクリバコ,牡3,56.0,菅原隆一,1:43.3,クビ,111.2,15.0,530(0),[東] 南田美知,ダート,1600,0,0
202105010304,9,5,10,アイアムヤルワヨ,牝3,54.0,柴田善臣,1:43.4,1/2,2.6,1.0,504(0),[東] 奥平雅士,ダート,1600,0,0
202105010304,10,3,6,アルファシャルマン,牝3,54.0,田中勝春,1:43.5,1/2,14.9,6.0,490(0),[東] 浅野洋一,ダート,1600,0,0
202105010304,11,7,14,ウォーロード,牡3,56.0,内田博幸,1:43.5,クビ,98.5,14.0,494(0),[東] 和田勇介,ダート,1600,0,0
202105010304,12,2,3,ファストブレイク,牝3,54.0,丸田恭介,1:43.6,1,63.3,12.0,424(0),[東] 宗像義忠,ダート,1600,0,0
202105010304,13,1,1,フィールファイン,牡3,56.0,嘉藤貴行,1:43.6,ハナ,70.5,13.0,412(0),[東] 大和田成,ダート,1600,0,0
202105010304,14,4,8,トウカイキュニスカ,牝3,54.0,江田照男,1:43.6,ハナ,11.7,4.0,474(0),[東] 菊川正達,ダート,1600,0,0
202105010304,15,3,5,シルバーコレクター,牝3,51.0,原優介,1:44.7,7,163.1,16.0,470(0),[東] 武市康男,ダート,1600,0,0
202105010304,16,2,4,レオスパンキー,牡3,56.0,木幡巧也,1:45.0,2,32.4,10.0,514(0),[東] 牧光二,ダート,1600,0,0
202105010305,1,2,3,ジェニーアムレット,牝3,54.0,三浦皇成,2:26.3,,4.1,2.0,462(+4),[東] 加藤征弘,芝,2400,1,1
202105010305,2,3,5,マイネルスキーブ,牡3,56.0,柴田大知,2:27.0,4,25.5,7.0,464(+2),[東] 田島俊明,芝,2400,0,1
202105010305,3,7,14,マイネルヒッツェ,牡3,56.0,戸崎圭太,2:27.0,クビ,21.3,6.0,456(0),[東] 高木登,芝,2400,0,1
202105010305,4,6,11,モンサンラディウス,牡3,56.0,木幡巧也,2:27.1,1/2,99.3,9.0,498(-6),[東] 牧光二,芝,2400,0,0
202105010305,5,4,8,エクセレントタイム,牡3,56.0,丸山元気,2:27.1,クビ,15.2,5.0,496(+8),[東] 中川公成,芝,2400,0,0
202105010305,6,7,13,マジックビーム,牡3,56.0,田中勝春,2:27.6,3,210.3,11.0,462(0),[東] 高橋祥泰,芝,2400,0,0
202105010305,7,5,10,ノワールドゥジェ,牝3,54.0,横山武史,2:27.8,1.1/4,6.9,3.0,468(-8),[東] 宮田敬介,芝,2400,0,0
202105010305,8,3,6,イモータルソウル,牡3,56.0,丸田恭介,2:28.1,1.3/4,93.9,8.0,474(-6),[東] 畠山吉宏,芝,2400,0,0
202105010305,9,8,16,ミラキュラスサイン,牡3,56.0,吉田豊,2:28.2,クビ,213.2,12.0,448(+2),[東] 戸田博文,芝,2400,0,0
202105010305,10,1,2,イッツライフ,牝3,54.0,杉原誠人,2:28.2,ハナ,400.0,13.0,450(+8),[東] 伊藤伸一,芝,2400,0,0
202105010305,11,1,1,テンサウザンドケイ,牡3,56.0,大野拓弥,2:28.7,3,11.9,4.0,488(-2),[東] 杉浦宏昭,芝,2400,0,0
202105010305,12,8,15,コスモザウル,牡3,53.0,宮崎北斗,2:28.9,1.1/2,537.2,16.0,468(-6),[東] 小笠倫弘,芝,2400,0,0
202105010305,13,6,12,アレンシュタイン,牡3,56.0,ルメール,2:29.5,3.1/2,1.7,1.0,414(-2),[東] 堀宣行,芝,2400,0,0
202105010305,14,2,4,ドラコテソーロ,牡3,53.0,原優介,2:29.6,1/2,178.7,10.0,470(0),[東] 加藤和宏,芝,2400,0,0
202105010305,15,4,7,モンテモナコ,牝3,51.0,小林脩斗,2:33.2,大,517.8,15.0,412(-3),[東] 蛯名利弘,芝,2400,0,0
202105010306,1,6,8,カイザーバローズ,牡3,56.0,津村明秀,1:47.6,,3.2,2.0,452(0),[西] 中内田充,芝,1800,1,1
202105010306,2,8,13,アルディートクライ,牡3,56.0,戸崎圭太,1:48.0,2.1/2,5.1,3.0,478(0),[西] 矢作芳人,芝,1800,0,1
202105010306,3,3,3,チャックネイト,牡3,56.0,石橋脩,1:48.2,1,5.7,4.0,486(0),[東] 堀宣行,芝,1800,0,1
202105010306,3,5,6,ディキシーデイズ,牡3,56.0,ルメール,1:48.2,同着,2.7,1.0,490(0),[東] 藤沢和雄,芝,1800,0,1
202105010306,5,4,4,イペラティーヴァ,牝3,54.0,木幡巧也,1:48.6,2.1/2,130.8,11.0,452(0),[東] 高柳瑞樹,芝,1800,0,0
202105010306,6,7,11,レキオノユメ,牡3,56.0,吉田豊,1:48.7,1,91.3,10.0,478(0),[東] 中川公成,芝,1800,0,0
202105010306,7,6,9,ナインストーリーズ,牝3,54.0,大野拓弥,1:48.7,ハナ,10.0,5.0,398(0),[東] 大和田成,芝,1800,0,0
202105010306,8,5,7,ジョイアスチャント,牡3,56.0,三浦皇成,1:48.8,クビ,21.6,6.0,538(0),[西] 藤原英昭,芝,1800,0,0
202105010306,9,1,1,ブライティアキイ,牝3,54.0,石川裕紀,1:49.1,2,89.1,8.0,488(0),[東] 稲垣幸雄,芝,1800,0,0
202105010306,10,4,5,アンノウンヒーロー,牡3,56.0,横山武史,1:50.1,6,60.9,7.0,464(0),[東] 黒岩陽一,芝,1800,0,0
202105010306,11,7,10,ヤマニンフィスキオ,牝3,54.0,丸山元気,1:50.9,5,145.8,12.0,466(0),[東] 稲垣幸雄,芝,1800,0,0
202105010306,12,8,12,ジェステミニョン,牝3,54.0,宮崎北斗,1:50.9,アタマ,89.7,9.0,456(0),[東] 中川公成,芝,1800,0,0
202105010306,13,2,2,シバノハーイデーグ,牡3,56.0,内田博幸,1:52.9,大,300.3,13.0,436(0),[東] 加藤和宏,芝,1800,0,0
202105010307,1,3,5,シンハリング,牝4,55.0,ルメール,1:33.0,,4.8,3.0,504(+14),[東] 国枝栄,芝,1600,1,1
202105010307,2,2,3,アオイクレアトール,牡4,57.0,戸崎圭太,1:33.1,3/4,2.4,1.0,486(+16),[東] 古賀慎明,芝,1600,0,1
202105010307,3,6,11,カンパーニャ,牡5,54.0,原優介,1:33.3,1.1/4,111.0,13.0,462(+4),[東] 畠山吉宏,芝,1600,0,1
202105010307,4,7,13,バルトリ,牝4,55.0,横山武史,1:33.3,クビ,4.4,2.0,456(-6),[東] 藤沢和雄,芝,1600,0,0
202105010307,5,1,1,アルファウェーブ,セ4,57.0,杉原誠人,1:33.4,1/2,101.1,12.0,532(-6),[東] 藤沢和雄,芝,1600,0,0
202105010307,6,4,8,オルテール,牡4,56.0,内田博幸,1:33.6,1.1/4,23.9,8.0,516(+10),[東] 堀宣行,芝,1600,0,0
202105010307,7,8,16,アドマイヤチャチャ,牝4,55.0,三浦皇成,1:34.0,2,29.4,9.0,452(0),[東] 柄崎孝,芝,1600,0,0
202105010307,8,6,12,トライフォーリアル,セ4,57.0,木幡巧也,1:34.0,クビ,229.8,14.0,506(-2),[東] 萩原清,芝,1600,0,0
202105010307,9,7,14,ナリノクリスティー,牝4,55.0,津村明秀,1:34.1,クビ,34.7,10.0,456(+2),[東] 上原博之,芝,1600,0,0
202105010307,10,8,15,ドラウプニル,セ5,57.0,石橋脩,1:34.2,3/4,19.0,7.0,494(+16),[東] 黒岩陽一,芝,1600,0,0
202105010307,11,5,9,ノーエクスキューズ,牡4,57.0,北村宏司,1:34.2,クビ,13.6,5.0,512(+14),[東] 和田正一,芝,1600,0,0
202105010307,12,4,7,ニシノゲンセキ,牡6,57.0,大野拓弥,1:34.3,クビ,89.1,11.0,492(+14),[東] 杉浦宏昭,芝,1600,0,0
202105010307,13,2,4,ポレンティア,牝4,55.0,柴田善臣,1:34.3,アタマ,10.8,4.0,502(-6),[東] 田中博康,芝,1600,0,0
202105010307,14,1,2,アドゥシール,牝5,55.0,柴田大知,1:34.6,1.3/4,430.7,16.0,458(-8),[東] 勢司和浩,芝,1600,0,0
202105010307,15,5,10,ナタンドラ,牝4,55.0,石川裕紀,1:35.7,7,354.2,15.0,434(-14),[東] 浅野洋一,芝,1600,0,0
202105010307,16,3,6,レッドアダン,牡4,57.0,Ｍ．デム,1:36.3,3.1/2,18.6,6.0,466(-4),[東] 尾関知人,芝,1600,0,0
202105010308,1,3,6,アースビヨンド,セ6,57.0,横山典弘,1:19.0,,2.3,1.0,512(+4),[東] 伊藤大士,ダート,1300,1,1
202105010308,2,2,3,カラーズオブラヴ,牝4,55.0,武士沢友,1:19.1,クビ,56.4,12.0,472(0),[東] 和田勇介,ダート,1300,0,1
202105010308,3,4,7,ルヴァンヴェール,牡4,57.0,江田照男,1:19.2,3/4,25.0,6.0,502(+6),[東] 竹内正洋,ダート,1300,0,1
202105010308,4,1,1,トーアシオン,セ5,57.0,木幡巧也,1:19.2,ハナ,30.4,9.0,482(-14),[東] 星野忍,ダート,1300,0,0
202105010308,5,5,10,ネオトゥルー,牡4,57.0,横山武史,1:19.3,1/2,12.5,3.0,478(+4),[東] 鈴木伸尋,ダート,1300,0,0
202105010308,6,8,15,タイキスウォード,牡4,54.0,小林脩斗,1:19.3,クビ,2.7,2.0,456(-8),[東] 高橋祥泰,ダート,1300,0,0
202105010308,7,2,4,ココラ,牝4,55.0,蛯名正義,1:19.6,1.3/4,30.9,10.0,462(0),[東] 大和田成,ダート,1300,0,0
202105010308,8,1,2,エレガンテレイナ,牝4,55.0,大野拓弥,1:19.7,クビ,16.9,5.0,454(+10),[東] 高柳瑞樹,ダート,1300,0,0
202105010308,9,7,13,サツキマス,牝4,55.0,吉田豊,1:20.0,1.3/4,62.2,13.0,444(-16),[東] 田島俊明,ダート,1300,0,0
202105010308,10,8,16,グランドストローク,牡4,57.0,石川裕紀,1:20.1,1,97.0,14.0,468(+12),[東] 水野貴広,ダート,1300,0,0
202105010308,11,6,11,アテンフェアリー,牝5,55.0,内田博幸,1:20.5,2.1/2,26.0,7.0,478(+8),[東] 萱野浩二,ダート,1300,0,0
202105010308,12,7,14,ホープホワイト,牝4,55.0,北村宏司,1:20.6,クビ,29.1,8.0,458(0),[東] 武井亮,ダート,1300,0,0
202105010308,13,4,8,グラスディアブロ,牡4,57.0,嶋田純次,1:20.8,1,53.7,11.0,474(+4),[東] 手塚貴久,ダート,1300,0,0
202105010308,14,6,12,ラブサンキュー,牝5,52.0,原優介,1:21.1,1.3/4,240.3,16.0,474(-3),[東] 星野忍,ダート,1300,0,0
202105010308,15,3,5,コールザチューン,牝5,55.0,田辺裕信,1:22.2,7,14.9,4.0,496(+12),[東] 上原博之,ダート,1300,0,0
202105010308,16,5,9,サンマルマオリオ,牝4,55.0,野中悠太,1:29.7,大,176.5,15.0,464(-16),[東] 佐藤吉勝,ダート,1300,0,0
202105010309,1,1,2,アヴェラーレ,牝3,54.0,ルメール,1:22.1,,1.9,1.0,426(+2),[東] 木村哲也,芝,1400,1,1
